City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Pollution
Amritsar,27-10-2017,222.62,299.12,9.42,39.46,48.88,62.45,1.13,5.8,12.62,3.24,11.41,25.08,1
Amritsar,28-10-2017,225.2675,302.65,15.8,39.01,54.81,66.54,1.42,5.62,13.11,2.98,12.45,25.99,1
Amritsar,29-10-2017,220.0925,295.75,14.34,39.44,53.78,67.53,1.3,5.2,14.02,2.91,12.53,26.57,1
Amritsar,30-10-2017,215.345,289.42,15.54,39.07,54.62,67.76,1.37,4.87,10.89,2.91,12.41,25.97,1
Amritsar,31-10-2017,198.6275,267.13,20.75,41.44,62.18,70.6,1.45,4.39,9.84,3,12.98,26.31,1
Amritsar,01-11-2017,194.6225,261.79,17.83,39.11,56.94,66.67,1.11,3.59,15.1,2.83,11.85,25.7,1
Amritsar,02-11-2017,192.9725,259.59,14.12,32.27,46.39,62.85,1.15,4.98,14.08,2.85,11.89,26.93,1
Amritsar,03-11-2017,187.4675,252.25,8.45,29.28,37.73,62.9,1.31,3.88,15.18,3.71,12.22,26.31,1
Amritsar,04-11-2017,186.5975,251.09,16.4,37.42,53.81,68.55,1.87,7.78,12.17,10.91,13.33,29.17,1
Amritsar,05-11-2017,216.2225,290.59,6.89,17.91,23.24,12.81,1.79,5.13,15.85,11.55,12.13,28.23,1
Amritsar,06-11-2017,216.3425,290.75,51.16,42.09,59.61,28.02,1.77,5.17,20.13,4.12,11.75,26.22,1
Amritsar,07-11-2017,172.4375,232.21,8.32,30.81,36.48,26.67,1.9,4.39,3.93,4.39,12.39,25.01,1
Amritsar,08-11-2017,185.93,250.2,26.51,28.37,54.2,30.33,1.89,5.71,3.71,4.25,11.87,25.25,1
Amritsar,09-11-2017,165.4925,222.95,38.56,21.98,60.07,34.51,2.13,8.28,19.28,4.78,13.04,26.66,1
Amritsar,10-11-2017,193.6475,260.49,38.12,21.68,56.14,33.64,2,7.71,23.6,4.8,12.76,26.69,1
Amritsar,11-11-2017,198.71,267.24,40.1,24.95,67.76,42.69,2.27,9.16,36.54,6.34,13.94,25.83,1
Amritsar,12-11-2017,201.68,271.2,59.56,29.61,89.17,32.33,1.89,8.14,31.48,4.64,12.61,24.9,1
Amritsar,13-11-2017,174.2,234.56,55.74,20.89,76.63,22.98,1.8,6,23.6,4.15,11.6,24.27,1
Amritsar,14-11-2017,132.38,178.8,54.75,5.2,59.94,14.01,1.3,4.34,24.42,3.77,10.62,23.97,1
Amritsar,15-11-2017,73.385,100.14,46.4,13.71,59.36,15.25,0.66,7.43,23.57,3.07,7.91,22.83,0
Amritsar,16-11-2017,135.2975,182.69,58.44,41.92,100.36,12.81,1.05,18.04,25.52,3.8,8.97,24.21,1
Amritsar,17-11-2017,169.865,228.78,57.05,31.94,88.99,11.88,1.4,8.03,29.84,6.75,9.31,20.58,1
Amritsar,18-11-2017,136.52,184.32,52.17,7.07,57.11,12.53,0.97,8.07,25.07,4.35,7.79,14.11,1
Amritsar,19-11-2017,167.0225,224.99,56.49,12.22,68.71,10.81,1.05,5.24,21.02,4.3,7.9,13.38,1
Amritsar,20-11-2017,220.175,295.86,54.15,31.96,85.69,11.28,1.38,11.93,29.91,5.18,9.81,15.21,1
Amritsar,21-11-2017,196.94,264.88,61.57,46.82,108.39,14.86,1.17,9.23,33.66,7.86,10.18,15.94,1
Amritsar,22-11-2017,205.4525,276.23,76.45,47.59,124.04,13.14,1.87,11,32.23,7.85,11.18,17.21,1
Amritsar,23-11-2017,176.195,237.22,68.04,48.8,116.84,13.34,1.74,9.61,51.68,8.62,9.58,15.67,1
Amritsar,24-11-2017,201.395,270.82,82.14,49.18,130.87,12.55,2.31,14.29,54.87,8.3,10.98,17.59,1
Amritsar,25-11-2017,199.355,268.1,93.94,50.9,144.84,10.58,2.44,11.24,21.83,8.29,11.41,18.47,1
Amritsar,26-11-2017,195.8075,263.37,100.06,50.56,150.62,9.65,2.5,9.17,24.79,9.65,11.6,18.92,1
Amritsar,27-11-2017,198.0725,266.39,73.78,45.09,118.88,14.69,2.52,10.52,60.42,9,10.16,16.8,1
Amritsar,28-11-2017,199.46,268.24,83.19,41.77,124.96,15.91,2.65,15.28,52.76,11.13,11.52,18.88,1
Amritsar,29-11-2017,211.2725,283.99,90.92,30.53,120.09,12.51,3.08,6.11,44.48,11.29,11.91,19.51,1
Amritsar,30-11-2017,197.285,265.34,86.92,33.22,119.97,9.54,2.91,6.23,27.76,12.97,12.59,20.81,1
Amritsar,01-12-2017,200.855,270.1,96.96,35.25,132.21,8.46,2.47,6.53,26.29,9.47,14.6,22.35,1
Amritsar,02-12-2017,172.3175,232.05,79.18,23.9,103.08,6.57,1.96,8.67,30.52,8.83,11.75,19.74,1
Amritsar,03-12-2017,177.7175,239.25,66.72,14.57,81.29,3.21,2.31,6.87,19.05,9.79,11.89,20.02,1
Amritsar,04-12-2017,159.155,214.5,47.23,7.36,54.59,2.19,1.48,4.54,18.64,5.09,9.61,16.63,1
Amritsar,05-12-2017,140.285,189.34,47.7,3.08,50.78,1,1.39,3.69,18.47,4.94,9.32,15.93,1
Amritsar,06-12-2017,99.2675,134.65,8.1,102.85,105.34,21.74,1.14,4.3,18.65,4.14,7.48,11.05,0
Amritsar,07-12-2017,160.115,215.78,19.15,49.15,66.48,9.95,2.41,10.52,24.02,5.45,9.64,15.73,1
Amritsar,08-12-2017,197.93,266.2,31.82,20.28,52.09,3.11,2.83,15.63,23.9,9.68,11.96,18.04,1
Amritsar,09-12-2017,175.7525,236.63,38.13,19.17,57.3,2.67,2.15,6.8,20.97,12.27,12.24,19.51,1
Amritsar,10-12-2017,147.44,198.88,33.67,18.62,52.28,2.49,3.83,7.07,19.06,9.15,10.31,17.46,1
Amritsar,11-12-2017,63.905,87.5,25.9,13.03,38.91,3.09,3.75,9.09,17.91,3.94,6.9,13.09,0
Amritsar,12-12-2017,63.9575,87.57,25.21,10.07,35.27,1.73,2.82,4.37,19.16,2.59,5.31,11.12,0
Amritsar,13-12-2017,104.4875,141.61,24.35,16.09,40.44,0.5,1.7,4.5,16.98,3.31,5.21,16.32,0
Amritsar,14-12-2017,91.64,124.48,23.33,16.29,39.62,0.57,0.86,6.69,17.61,5.8,4.3,22.25,0
Amritsar,21-12-2017,147.5,198.96,20.54,42.63,54.36,4.86,0.96,12.91,24.44,16.18,7.27,19.43,1
Amritsar,22-12-2017,92.7875,126.01,5.73,25.53,31.26,3.37,1.53,2.98,24.89,4.8,5.61,7.89,0
Amritsar,23-12-2017,116.75,157.96,6.3,26.12,32.42,3.42,2.16,3.34,25.49,4.92,7.25,8.95,1
Amritsar,24-12-2017,138.0125,186.31,7.72,28.36,36.08,3.66,1.71,3.36,21.55,5.7,7.97,10.23,1
Amritsar,25-12-2017,156.0575,210.37,8,28.77,36.76,3.76,1.41,3.31,20.73,7.2,9.25,11.68,1
Amritsar,26-12-2017,202.6175,272.45,7.08,28.1,35.17,3.62,1.22,2.86,19.3,10.16,10.6,12.87,1
Amritsar,27-12-2017,225.845,303.42,8.73,28.78,37.51,3.81,1.37,3.44,23.38,7.56,11.05,13.57,1
Amritsar,28-12-2017,139.9175,188.85,5.98,26.62,32.6,3.32,1.24,5.94,23.25,5.23,8.68,9.38,1
Amritsar,29-12-2017,147.6275,199.13,5.9,27.47,33.37,3.34,1.63,3.94,23.1,8.05,9.54,7.86,1
Amritsar,30-12-2017,189.4175,254.85,6.72,28.81,35.53,3.51,2,3.58,19.5,8.93,11.08,9.95,1
Amritsar,31-12-2017,212.3525,285.43,8.56,30.4,38.96,3.78,2.11,3.77,19.09,10.6,12.65,12.85,1
Amritsar,01-01-2018,216.8,291.36,7.82,30.43,38.24,3.71,1.7,2.9,18.68,5.76,11.41,10.61,1
Amritsar,02-01-2018,193.85,260.76,9.53,31.25,40.78,3.93,1.74,3.12,18.93,5.17,11.12,9.71,1
Amritsar,03-01-2018,132.965,179.58,7.47,29.9,37.38,3.65,1.42,3.54,18.71,4.76,8.49,5.67,1
Amritsar,12-01-2018,147.185,198.54,4.95,75.7,89.91,13.86,1.47,5.39,26.64,11.47,9.86,5.61,1
Amritsar,13-01-2018,140.3375,189.41,7.5,78.17,86.29,14.23,1.66,3.32,19.76,6.81,10.37,9.68,1
Amritsar,14-01-2018,145.205,195.9,23.65,94.18,134.6,16.76,1.92,5.71,20.39,9.63,10.4,8.75,1
Amritsar,15-01-2018,101.915,138.18,17.36,86.72,105.11,15.85,1.36,3.24,23.5,8.01,8.29,7.29,0
Amritsar,16-01-2018,116.9075,158.17,7.18,79.22,86.56,14.3,1.44,10,23.22,13.14,10.33,10.69,1
Amritsar,17-01-2018,112.01,151.64,5.23,77.4,96.5,14.02,1.25,3.27,19.23,6.07,8.03,7.3,0
Amritsar,18-01-2018,107.855,146.1,5.84,78.11,84.39,14.16,1.2,5.07,19.1,4.96,8.02,6.48,0
Amritsar,19-01-2018,97.145,131.82,5.4,77.61,96.68,14.11,1.23,3.64,20.29,4.7,7.62,5.88,0
Amritsar,20-01-2018,114.3875,154.81,5.62,76.93,82.55,13.97,1.24,3.89,21.19,7.51,8.02,6.38,0
Amritsar,21-01-2018,121.0475,163.69,6.29,76.91,83.2,13.92,1.2,3.09,22.55,7.6,8.52,7.13,1
Amritsar,22-01-2018,97.2275,131.93,5.36,77.1,82.45,13.85,1.1,2.76,19.82,5.69,7.65,6.37,0
Amritsar,23-01-2018,81.4925,110.95,6.49,78.77,88.61,14.05,0.82,3.24,17.78,4.59,7.61,5.88,0
Amritsar,24-01-2018,43.1825,59.87,6.99,78.52,99.51,14,0.68,3.05,18.36,4.96,6.69,5.28,0
Amritsar,25-01-2018,89.9675,122.25,7.44,79.24,87.27,14.09,1.98,3.1,17.4,4.21,7.93,6.53,0
Amritsar,26-01-2018,88.7975,120.69,7.2,79.01,99.72,14.09,1.26,2.5,17.71,4.53,7.76,5.08,0
Amritsar,27-01-2018,118.7,160.56,15.42,60.24,81.09,12.37,1.04,5.11,17.25,5.34,7.16,5.29,1
Amritsar,28-01-2018,83.8775,114.13,79.13,34.3,103.35,13.71,0.92,4.04,13.69,10.26,8.26,5.82,0
Amritsar,29-01-2018,74.675,101.86,56.09,45.86,115.47,14.12,0.94,3.4,15.74,10.4,8.29,6.12,0
Amritsar,30-01-2018,97.1825,131.87,72.13,47.57,120.39,17.18,0.92,3.52,13.38,12.7,8.52,7.04,0
Amritsar,31-01-2018,100.0475,135.69,71.85,53.42,140.88,16.33,0.92,2.97,13.15,12.27,8.08,6.53,0
Amritsar,01-02-2018,84.185,114.54,72.97,54.79,127.95,16.33,0.94,3.48,13.89,12.84,8.01,7.08,0
Amritsar,02-02-2018,70.505,96.3,66.62,59.83,141.5,15.06,0.82,2.56,13.11,11.53,7.19,6,0
Amritsar,03-02-2018,102.11,138.44,70.91,65.5,150.96,15.15,0.77,2.79,14.2,13.55,8.71,7.37,0
Amritsar,04-02-2018,97.07,131.72,57.49,70.81,141.86,14.1,0.66,2.66,14,11.04,7.43,5.76,0
Amritsar,05-02-2018,108.68,147.2,43.49,57.73,100.19,9.31,0.64,3.22,17.08,10.47,7.9,6.23,0
Amritsar,06-02-2018,100.9625,136.91,28.66,49.52,82.69,4.74,0.63,2.82,13.82,11.9,7.85,6.61,0
Amritsar,07-02-2018,116.2325,157.27,22.63,42.42,68.61,3.53,0.64,4.03,16.12,10.06,7.75,6.05,1
Amritsar,08-02-2018,118.295,160.02,18.92,49.05,71.77,4.75,0.61,3.38,14.43,11.24,8.26,6.4,1
Amritsar,09-02-2018,119.795,162.02,16.51,49.28,65.6,4.9,0.64,7.24,18.68,10.41,8.28,6.94,1
Amritsar,10-02-2018,123.4175,166.85,30.58,61.48,102.14,12.93,0.63,4.55,19.32,11.45,8.25,7,1
Amritsar,11-02-2018,131.195,177.22,17.58,48.94,66.03,16.18,0.59,5.85,12.41,10.52,7.74,6.14,1
Amritsar,12-02-2018,63.56,87.04,12.79,35.24,60.95,14.94,0.52,2.83,12.54,8.39,6.72,5,0
Amritsar,13-02-2018,37.7375,52.61,12.77,28.35,40.12,12.94,0.44,2.75,12.28,8.89,6.54,4.98,0
Amritsar,14-02-2018,36.035,50.34,16.37,33.5,48.87,13.41,0.53,2.63,11.79,9.27,6.58,5.08,0
Amritsar,15-02-2018,69.1625,94.51,14.59,33.41,47,13.14,0.59,2.68,12.86,9.79,7.03,5.37,0
Amritsar,16-02-2018,134.1575,181.17,18.6,30.42,53.75,13.4,1.53,5.1,12.65,9.66,7.47,5.87,1
Amritsar,17-02-2018,99.665,135.18,15.39,9.04,34.52,10.71,0.76,2.93,16.54,9.73,7.6,6.21,0
Amritsar,18-02-2018,118.07,159.72,15.28,11.58,37.88,11.03,0.72,3.1,15.95,9.86,7.97,6.1,1
Amritsar,19-02-2018,122.9375,166.21,15.9,13.27,39.88,11.08,0.71,3.54,16.97,10.46,7.72,6.35,1
Amritsar,20-02-2018,152.15,205.16,16.51,13.13,40.59,10.95,0.66,3.72,12.89,11.28,8.05,6.1,1
Amritsar,21-02-2018,123.17,166.52,14.04,9.71,34.15,10.82,0.67,4.71,17.76,9.99,7.7,6.06,1
Amritsar,22-02-2018,90.1625,122.51,14.65,10.2,36.43,11.57,0.61,4.93,16.89,9.66,7.48,5.83,0
Amritsar,23-02-2018,106.145,143.82,18.45,13.52,43.62,11.79,0.61,4.66,17.32,11.44,7.71,5.94,0
Amritsar,24-02-2018,65.195,89.22,16.36,10.8,38.61,11.45,0.54,4.14,17.81,10.52,7.12,5.48,0
Amritsar,26-02-2018,59.0675,81.05,12.31,5.87,18.4,10.24,0.52,3.65,23.29,8.43,6.8,5.19,0
Amritsar,27-02-2018,113.615,153.78,15.83,9.93,35.86,10.57,0.55,4.14,18.36,11.46,7.7,5.83,0
Amritsar,28-02-2018,110.195,149.22,15.54,9.32,34.92,10.55,0.47,3.58,17.94,11.71,7.72,5.89,0
Amritsar,01-03-2018,94.2875,128.01,16.33,9.46,36.16,10.5,0.56,3.83,16.46,12.02,7.85,6.22,0
Amritsar,02-03-2018,41.9825,58.27,14.4,7.56,21.96,10.14,0.62,3.5,17.53,9.62,6.53,4.94,0
Amritsar,03-03-2018,56.255,77.3,16.06,8.99,35.26,10.21,0.65,3.55,17.96,11.16,7.2,5.72,0
Amritsar,04-03-2018,41.3825,57.47,16.75,9.64,36.17,9.78,0.74,4.36,18.93,10.36,6.66,5.17,0
Amritsar,05-03-2018,56.3075,77.37,12.38,6.09,26.79,8.68,0.71,3.46,23.99,9.89,6.87,5.16,0
Amritsar,06-03-2018,62.615,85.78,10.74,4.86,22.62,7.06,0.63,2.86,25.36,8.82,5.26,3.68,0
Amritsar,07-03-2018,113.4275,153.53,10.96,9.45,20.72,7.05,0.69,3.85,18.99,7.39,3.25,1.86,0
Amritsar,08-03-2018,103.31,140.04,11.78,10.5,22.28,7.13,0.75,3.92,17.81,6.29,2,1.25,0
Amritsar,09-03-2018,76.7375,104.61,11.67,9.14,27.71,7.18,0.69,3.55,18.23,5.16,1.42,0.85,0
Amritsar,10-03-2018,66.305,90.7,12.54,9.03,21.57,7.76,0.69,3.71,26.84,4.03,1.32,0.72,0
Amritsar,11-03-2018,95.585,129.74,12.7,9.54,29.85,7.97,0.64,3.72,30.89,4.91,1.44,0.85,0
Amritsar,12-03-2018,114.6275,155.13,12.38,8.7,28.47,7.78,0.57,8.52,31.15,4.89,1.59,1.25,0
Amritsar,13-03-2018,116.0975,157.09,11.78,8,20.1,8.69,0.88,3.55,29.18,5.07,1.73,1.38,1
Amritsar,14-03-2018,102.3275,138.73,11.93,8.52,20.46,9.31,0.92,3.09,31.63,4.12,1.3,0.95,0
Amritsar,15-03-2018,76.6625,104.51,14.66,6.89,27.71,8.26,1.31,3.42,34.72,3.47,0.98,0.65,0
Amritsar,16-03-2018,59.24,81.28,15.02,13.74,38.41,9.66,0.78,6.25,40.85,3.52,0.97,0.76,0
Amritsar,17-03-2018,70.4225,96.19,13.61,14.15,27.87,9.95,0.76,1.95,37.46,3.8,1.05,0.72,0
Amritsar,18-03-2018,101.1725,137.19,13.38,15.46,28.84,9.99,0.89,2.35,34.26,4.61,1.34,0.9,0
Amritsar,19-03-2018,106.7975,144.69,11.95,14.56,26.51,9.1,0.84,2.63,36.17,3.65,1.29,0.79,0
Amritsar,20-03-2018,116.8025,158.03,13.78,12.76,35.48,8.69,0.75,2.59,23.55,4.01,1.48,0.96,1
Amritsar,21-03-2018,54.8075,75.37,13.85,4.88,22.74,5.64,0.84,2.72,29.63,4.18,2.82,1.35,0
Amritsar,22-03-2018,41.465,57.58,13.73,4.94,28.91,5.64,0.86,2.45,29.02,4.28,2.68,1.55,0
Amritsar,23-03-2018,85.055,115.7,13.8,4.88,24.49,5.65,0.9,2.4,30.86,4.18,3,1.63,0
Amritsar,24-03-2018,111.26,150.64,17.23,11.11,28.34,10.48,0.74,7.43,34.24,5.65,3.53,3.23,0
Amritsar,25-03-2018,100.3775,136.13,18.62,13.02,31.63,12.83,0.93,1.91,38.35,3.57,2.68,2.21,0
Amritsar,26-03-2018,145.5725,196.39,17.51,14.09,31.6,13.86,0.9,2.92,36.59,4.81,6.07,4.11,1
Amritsar,27-03-2018,148.6775,200.53,17.48,12.94,13.12,14.62,0.37,6.19,21.93,2.21,3.29,1.88,1
Amritsar,17-05-2018,145.9325,196.87,12.58,8.35,21.02,5.07,0.63,5.91,41.86,0.99,3.05,6.26,1
Amritsar,18-05-2018,145.865,196.78,12.55,8.41,20.97,5.04,0.66,5.46,38.02,1,3.05,6.23,1
Amritsar,19-05-2018,120.7325,163.27,12.54,8.25,20.79,5.11,0.59,5.99,35.54,0.91,2.94,5.36,1
Amritsar,20-05-2018,77.9375,106.21,12.56,8.47,21.03,5.02,0.69,5.01,38.8,0.84,2.93,5.54,0
Amritsar,21-05-2018,99.125,134.46,12.55,8.61,21.15,4.99,0.61,5.77,38.82,0.76,2.76,5.8,0
Amritsar,22-05-2018,112.295,152.02,12.52,8.4,20.93,5.07,0.63,5.03,40.73,0.84,2.82,5.98,0
Amritsar,23-05-2018,82.385,112.14,12.51,8.31,20.82,5.11,0.58,5.9,42.01,0.77,2.8,5.85,0
Amritsar,24-05-2018,73.8875,100.81,12.53,8.33,20.86,5.1,0.63,5.56,41.07,0.79,2.79,5.78,0
Amritsar,25-05-2018,91.6025,124.43,12.59,8.56,21.15,5.01,0.58,6.65,41.84,0.94,2.84,5.88,0
Amritsar,26-05-2018,92.975,126.26,12.63,8.34,20.97,5.08,0.53,5.85,42.98,0.97,2.83,5.77,0
Amritsar,27-05-2018,102.3425,138.75,12.63,8.3,20.93,5.09,0.48,5.72,42.48,0.74,2.64,5.5,0
Amritsar,28-05-2018,55.655,76.5,12.63,8.24,20.87,5.11,0.97,7.2,40.83,0.86,2.76,5.75,0
Amritsar,29-05-2018,44.165,61.18,12.62,8.36,20.99,5.07,0.98,6.52,44.43,0.83,2.6,5.52,0
Amritsar,30-05-2018,48.5375,67.01,12.53,8.69,21.22,4.99,0.74,6.42,41.35,0.8,2.5,5.17,0
Amritsar,31-05-2018,243.9875,327.61,12.34,22.51,20.81,6.42,0.92,5.16,34.32,0.88,2.54,4.97,1
Amritsar,01-06-2018,246.935,331.54,0.4,8.55,8.62,1.51,1.56,6.51,23.58,0.75,2.62,4.6,1
Amritsar,02-06-2018,132.7775,179.33,1.42,8.57,9.19,1.6,1.26,6.14,20.8,0.6,2.43,4.78,1
Amritsar,03-06-2018,148.265,199.98,0.76,8.4,8.35,1.58,1.24,6.23,23.36,0.58,2.46,5.24,1
Amritsar,04-06-2018,143.825,194.06,5.32,9.97,12.51,3.7,1.8,6.29,33.48,0.52,2.21,4.03,1
Amritsar,05-06-2018,154.715,208.58,12.27,9.6,21.53,4.87,1.23,3.13,38.93,0.6,2.46,4.18,1
Amritsar,07-06-2018,108.1775,146.53,13.48,17.23,27.03,3.12,2.81,4.73,46.78,0.64,2.46,4.37,0
Amritsar,08-06-2018,130.1375,175.81,57.62,29.71,39.7,5.39,2.1,6.52,32.46,0.92,2.79,5.3,1
Amritsar,09-06-2018,99.6125,135.11,25.06,6.05,21.99,4.36,0.75,11.15,28.03,0.53,2.43,4.35,0
Amritsar,13-06-2018,253.7675,340.65,33.85,13.99,43.79,9.52,2.82,7.38,34.24,1.04,2.87,5.89,1
Amritsar,19-06-2018,127.0775,171.73,23.1,15.08,38.19,5.6,0,7.19,46.14,0.73,2.64,4.7,1
Amritsar,28-06-2018,32.87,46.12,10.88,16.14,27.02,6.09,1.34,12.55,24.31,0.58,1.88,3.26,0
Amritsar,06-07-2018,87.6125,119.11,8.37,9.12,17.48,5.47,0.16,10.6,37,1.08,2.37,4.54,0
Amritsar,07-07-2018,80.1125,109.11,11.37,9.3,20.67,6.76,0.18,7.1,40.35,1.05,2.42,5.01,0
Amritsar,08-07-2018,67.85,92.76,11.28,9.2,20.48,6.75,0.46,6.03,38.63,0.82,2.2,4.42,0
Amritsar,09-07-2018,63.9275,87.53,11.31,9.17,20.48,6.88,0.15,9.03,38.7,0.65,1.98,3.31,0
Amritsar,10-07-2018,49.8125,68.71,8.86,10.8,19.66,7.33,0.23,7.33,25.46,0.71,2.1,3.85,0
Amritsar,11-07-2018,33.17,46.52,9.4,10.06,19.46,7.42,0.47,7.25,30.39,0.63,2.06,3.95,0
Amritsar,16-07-2018,33.755,47.3,9.81,9.41,18.61,7.55,0,3.1,29.37,2.58,1.77,5.09,0
Amritsar,17-07-2018,29.3975,41.49,10.07,9.35,16.76,7.6,0,2.67,34.97,1.92,1.31,4.28,0
Amritsar,18-07-2018,38.6525,53.83,10.48,8.82,14.49,7.69,0,3.84,40.09,1.33,0.84,3.01,0
Amritsar,19-07-2018,38.075,53.06,10.44,8.73,15.41,7.65,0.25,3.39,41.53,1.69,1.05,4.41,0
Amritsar,20-07-2018,47.45,65.56,10.29,8.06,18.35,6.96,0.41,9.02,27.54,2.02,1.51,6.09,0
Amritsar,21-07-2018,43.4375,60.21,9.6,5.99,15.59,4.69,0.42,6.07,30.64,2.21,1.69,8.48,0
Amritsar,22-07-2018,18.6275,27.13,9.36,6.06,15.42,4.71,0.34,3.75,34.04,1.76,1.34,8.49,0
Amritsar,23-07-2018,28.61,40.44,9.38,6.02,12.91,4.71,0.36,4.05,39.98,1.54,0.93,6.25,0
Amritsar,24-07-2018,34.385,48.14,10.29,5.21,10.99,6.2,0.37,3.71,38.48,1.16,0.9,3.58,0
Amritsar,25-07-2018,36.5675,51.05,10.73,4.85,14.59,6.7,0.37,3.45,31.95,1.54,1.19,4.75,0
Amritsar,26-07-2018,22.175,31.86,10.62,4.83,7.46,6.71,0.13,3.45,27.37,0.93,0.63,1.92,0
Amritsar,27-07-2018,20.18,29.2,11.29,5.6,13.59,6.06,0.2,2.63,31.03,1.37,0.89,3.61,0
Amritsar,21-08-2018,26.705,37.9,13.48,12.06,25.24,6.42,1.01,8.09,32.38,2.35,1.35,4.98,0
Amritsar,21-10-2018,106.235,143.94,23.68,29.28,41.44,17.11,0.01,5.58,18.68,13.33,1.7,12.19,0
Amritsar,22-10-2018,134.8925,182.15,31.6,29.53,59.14,16.11,0,5.17,18.41,15.45,1.97,11.45,1
Amritsar,23-10-2018,106.91,144.84,25.22,23.73,48.5,14.59,0,6.21,22.47,12.74,1.72,9.5,0
Amritsar,24-10-2018,136.7075,184.57,25.79,24.41,49.42,14.69,0.01,6.63,21.24,12.82,1.46,8.39,1
Amritsar,25-10-2018,78.0125,106.31,35.32,26.8,63.12,16.05,0,6.35,20.92,13.54,1.98,10.25,0
Amritsar,26-10-2018,88.565,120.38,31.86,27.04,59.9,15.65,0.01,6.02,22.48,18.73,2.63,11.32,0
Amritsar,27-10-2018,102.2975,138.69,31.37,26.26,58.63,15.68,0,5.78,25.03,10.51,2.57,11.77,0
Amritsar,28-10-2018,96.3725,130.79,33.67,28.65,63.32,16.09,0,5.84,15.61,15.23,2.52,13.46,0
Amritsar,29-10-2018,129.7175,175.25,31.74,26.18,58.62,15.28,0.02,5.98,21.27,14.68,2.54,11.44,1
Amritsar,30-10-2018,127.145,171.82,23.42,20.66,42.66,12.92,0,6.3,24.7,12.43,1.96,9.24,1
Amritsar,31-10-2018,106.25,143.96,27.24,22.59,46.82,13.69,0.01,6.08,21.03,13.24,2.35,11.31,0
Amritsar,01-11-2018,227.915,306.18,23.71,21.4,41.97,13.08,0,6.32,19.98,13.12,2.22,9.26,1
Amritsar,02-11-2018,64.16,87.84,20.17,21.19,41.35,12.48,0.01,6,15.41,8.35,1.12,6.98,0
Amritsar,03-11-2018,102.7475,139.29,22.89,27.79,50.66,13.46,0,6.47,14.1,7.09,0.91,8.81,0
Amritsar,04-11-2018,75.3875,102.81,29.63,32.62,20.68,15,0,5.88,11.15,2.19,0.28,2.86,0
Amritsar,05-11-2018,77.8475,106.09,20.97,27.03,34.54,13.25,0,6.01,25.27,7.04,1.01,5.01,0
Amritsar,07-11-2018,158.255,213.3,34.67,43.28,75.25,16.74,0.32,19.13,11.34,11.65,2.66,14,1
Amritsar,08-11-2018,160.0325,215.67,29.06,32.62,54.79,14.69,1.13,9.91,30.02,4.68,1.57,6.07,1
Amritsar,09-11-2018,82.6775,112.53,32.1,38.15,70,14.92,0.81,3.2,27.13,5.89,2.74,11.45,0
Amritsar,10-11-2018,116.6,157.76,33.43,38.02,69.43,9.8,0.01,3.8,26.42,6.97,3.05,13.02,1
Amritsar,11-11-2018,131.9675,178.25,30.03,34.95,62.91,8.94,0,3.59,22.36,6.25,2.07,9.36,1
Amritsar,12-11-2018,70.6025,96.43,29.16,37.24,64.4,9.23,0,2.31,17.17,6.32,1.55,8.87,0
Amritsar,15-11-2018,81.755,111.3,15.73,23.5,34.36,6.05,0.02,3.89,27.39,5.61,0.86,4.33,0
Amritsar,19-11-2018,94.6775,128.53,21.63,29.8,49.43,7.38,0.01,8.56,24.92,6.41,1.62,7.84,0
Amritsar,20-11-2018,102.7025,139.23,18.8,27.98,44.79,6.7,0.01,0.71,19.59,5.43,1.91,8.36,0
Amritsar,21-11-2018,108.695,147.22,19.47,28.7,46.17,6.87,0.01,5.36,14.99,5.65,1.94,7.91,0
Amritsar,22-11-2018,120.38,162.8,26.15,34.1,58.25,8.48,0,6.94,11.73,8.95,2.95,11.97,1
Amritsar,26-11-2018,104.87,142.12,24.13,33.08,55.21,8.12,0.01,4.71,16.83,7.99,2.81,12.22,0
Amritsar,29-11-2018,106.9775,144.93,26.81,33.27,58.08,8.5,0.01,3.23,21.4,6.16,2.62,11.75,0
Amritsar,30-11-2018,103.055,139.7,25.09,31.37,54.46,8.06,0,7.56,20.76,5.99,2.37,9.59,0
Amritsar,01-12-2018,103.3325,140.07,29.56,36.7,64.23,9.16,0.01,5.91,16.61,6.47,3.3,12.07,0
Amritsar,03-12-2018,91.2425,123.95,28.33,33.28,47.57,8.6,0.01,9.49,23.99,6.18,1.8,8,0
Amritsar,04-12-2018,124.43,168.2,21.75,26.18,39.31,7.04,0.02,7.11,23.88,4.83,2.22,7.97,1
Amritsar,05-12-2018,101.3825,137.47,27.29,33.08,55.41,8.51,0.01,4.06,19.18,5.55,2.84,10.88,0
Amritsar,08-12-2018,113.5025,153.63,34.65,37.59,70.23,9.95,0.01,6.2,16.57,6.52,2.25,9.91,0
Amritsar,10-12-2018,89.1275,121.13,36.59,41.71,76.3,10.68,0.01,3.5,14.76,6.15,2.11,10.59,0
Amritsar,11-12-2018,38.0225,52.99,35.43,40.65,74.09,10.39,0.01,3.75,15.1,7.13,0.91,8.26,0
Amritsar,12-12-2018,55.655,76.5,32.68,39.35,70.02,9.81,0.01,0.87,14.24,8.47,0.86,7.87,0
